ProductID,PeriodDate,AdhocFlag,LineofBusinessCode,SortOrder,EquityFlag,TaxType,BenchmarkFlag,PerformanceType,Description,MTD,QTD,YTD,PriorYear,PriorTwoYear,PriorThreeYear,PriorFourYear,PriorFiveYear,PriorSevenYear,PriorTenYear,CYPriorYear,CYPriorTwoYear,CYPriorThreeYear,CYPriorFourYear,CYPriorFiveYear,CYPriorSixYear,CYPriorSevenYear,CYPriorEightYear,CYPriorNineYear,CYPriorTenYear,CYPriorElevenYear,CYPriorTwelveYear,SinceInceptionReturn,InceptionDate,ValueAdded,Risk,TrackingError,InfoRatio,PriorThreeMonth,PriorSixMonth,PriorNineMonth
"USTR157992","2022-03-31","N","USTR",2,,,"Y","Gross Total Return","Total Return",-1.36,-2.49,-2.49,-2.91,-0.69,1.02,0.00,0.00,0.00,0.00,,,,,,,,,,,,,1.20,"2019-02-28",,,,,,,
"USTR158692","2022-03-31","N","USTR",1,,,"N","Gross Total Return","Total Return",-2.66,-5.74,-5.74,-3.03,0.11,1.78,2.52,0.00,0.00,0.00,,,,,,,,,,,,,2.12,"2017-07-31",,,,,,,
"USTR158692","2022-03-31","N","USTR",2,,,"Y","Gross Total Return","Total Return",-2.78,-5.93,-5.93,-4.15,-1.75,1.69,2.38,0.00,0.00,0.00,,,,,,,,,,,,,1.87,"2017-07-31",,,,,,,
"USTR1590","2022-03-31","N","USTR",1,,,"N","Gross Total Return","Total Return",-2.82,-8.11,-8.11,-3.76,-1.10,3.81,4.25,3.94,3.02,4.11,,,,,,,,,,,,,5.58,"2008-03-31",,,,,,,
"USTR1590","2022-03-31","N","USTR",2,,,"Y","Gross Total Return","Total Return",-2.84,-7.95,-7.95,-3.54,-1.51,3.32,3.72,3.57,2.85,3.80,,,,,,,,,,,,,3.61,"2008-03-31",,,,,,,
"USTR160933","2022-03-31","N","USTR",1,,,"N","Gross Total Return","Total Return",0.00,0.00,0.00,0.00,0.00,2.56,3.27,3.21,0.00,0.00,,,,,,,,,,,,,1.69,"2016-08-31",,,,,,,
"USTR160933","2022-03-31","N","USTR",2,,,"Y","Gross Total Return","Total Return",-2.82,-7.87,-7.87,-3.54,-1.42,3.40,3.79,3.68,0.00,0.00,,,,,,,,,,,,,2.11,"2016-08-31",,,,,,,
"USTR1617","2022-03-31","N","USTR",1,,,"N","Gross Total Return","Total Return",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.62,,,,,,,,,,,,,2.06,"2008-06-30",,,,,,,
"USTR163754","2022-03-31","N","USTR",1,,,"N","Gross Total Return","Total Return",-6.47,-13.63,-13.63,-1.29,-11.76,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,4.49,"2019-04-01",,,,,,,
"USTR163754","2022-03-31","N","USTR",2,,,"Y","Gross Total Return","Total Return",-6.51,-13.75,-13.75,-1.07,-11.83,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,4.48,"2019-04-01",,,,,,,
"USTR164442","2022-03-31","N","USTR",1,,,"N","Gross Total Return","Total Return",-2.53,-7.09,-7.09,-3.63,-0.62,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,-1.29,"2020-02-11",,,,,,,
"USTR164442","2022-03-31","N","USTR",2,,,"Y","Gross Total Return","Total Return",-2.54,-6.95,-6.95,-3.56,-0.81,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,-1.88,"2020-02-11",,,,,,,
"USTR165267","2022-03-31","N","USTR",1,,,"N","Gross Total Return","Total Return",0.00,0.00,0.00,24.50,12.70,12.79,0.00,0.00,0.00,0.00,,,,,,,,,,,,,11.50,"2018-04-30",,,,,,,
"USTR165267","2022-03-31","N","USTR",2,,,"Y","Gross Total Return","Total Return",-2.60,-7.06,-7.06,-4.16,-0.86,3.43,0.00,0.00,0.00,0.00,,,,,,,,,,,,,4.21,"2018-04-30",,,,,,,
"USTR165715","2022-03-31","N","USTR",1,,,"N","Gross Total Return","Total Return",-1.05,-1.76,-1.76,-0.80,2.22,2.59,0.00,0.00,0.00,0.00,,,,,,,,,,,,,2.84,"2019-02-28",,,,,,,
"USTR165715","2022-03-31","N","USTR",2,,,"Y","Gross Total Return","Total Return",-1.36,-2.49,-2.49,-2.91,-0.69,1.02,0.00,0.00,0.00,0.00,,,,,,,,,,,,,1.20,"2019-02-28",,,,,,,
"USTR167836","2022-03-31","N","USTR",1,,,"N","Gross Total Return","Total Return",-2.99,-8.55,-8.55,-4.05,-2.12,3.47,0.00,0.00,0.00,0.00,,,,,,,,,,,,,4.45,"2018-04-30",,,,,,,
"USTR167836","2022-03-31","N","USTR",2,,,"Y","Gross Total Return","Total Return",-2.99,-8.36,-8.36,-3.48,-1.89,3.48,0.00,0.00,0.00,0.00,,,,,,,,,,,,,4.31,"2018-04-30",,,,,,,
"USTR168832","2022-03-31","N","USTR",1,,,"N","Gross Total Return","Total Return",-2.76,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,-28.53,"2022-02-11",,,,,,,
